iso,value
CHE,5961
NOR,5846
LUX,5296
DNK,3939
SWE,3729
AUT,3464
GBR,3382
FIN,3358
FRA,3229
IRL,3215
ISL,3090
DEU,3073
BEL,3060
NLD,3029
CYP,2531
ITA,2520
ESP,2315
MLT,1964
SVN,1675
PRT,1474
EST,1370
GRC,1293
CZE,1104
SVK,964
LVA,960
LTU,902
POL,872
HRV,828
HUN,694
BGR,574
SRB,435
ROU,368
MKD,356
