"iso","value"
"BEL",3.8
"BGR",6.8
"DNK",4.1
"DEU",5.1
"MKD",7.2
"EST",6.5
"FIN",3.6
"FRA",4.3
"GRC",6.5
"IRL",4.8
"ISL",3.1
"ITA",5.8
"HRV",5.1
"LVA",6.5
"LTU",6.1
"LUX",4.4
"MLT",4
"NLD",3.8
"NOR",3.4
"AUT",4.1
"POL",4.9
"PRT",6.2
"ROU",7.2
"SWE",3.9
"CHE",4.4
"SRB",9.8
"SVK",3.9
"SVN",3.7
"ESP",6.8
"CZE",3.5
"HUN",4.3
"GBR",5.1
"CYP",5.4
