iso,value
NOR,46.7
FRA,34.0
SWE,33.6
ITA,30.8
FIN,29.2
DNK,28.5
BEL,27.9
NLD,26.2
GBR,22.8
DEU,21.1
CAN,20.5
AUS,20.1
ZAF,19.9
AUT,19.5
ISR,17.6
IRL,17.0
USA,16.6
ESP,16.1
CHE,14.6
MYS,13.9
THA,12.7
HKG,11.4
IND,11.2
PHL,10.9
SGP,9.9
CHN,9.2
TUR,8.6
CHL,8.5
BRA,7.1
RUS,6.5
IDN,6.2
MEX,5.7
TWN,4.5
KOR,4.1
JPN,3.5
