iso,value
AUT,0
DNK,0
FIN,0
ISL,0
JPN,0
NOR,0
SWE,0
CHE,0
BLR,1
CZE,1
GEO,1
IRL,1
NZL,1
KOR,1
WSM,1
SVK,1
SVN,1
UKR,1
ARM,2
AUS,2
CAN,2
CYP,2
HUN,2
KGZ,2
LVA,2
LTU,2
MDA,2
RUS,2
GBR,2
USA,2
ALB,3
BEL,3
DEU,3
PRI,3
TKM,3
AZE,4
EST,4
ITA,4
TJK,4
CUB,5
NLD,5
TON,5
GRC,6
LCA,6
BHS,7
ANT,7
HKG,8
LUX,8
ESP,8
TTO,8
BGR,9
FRA,9
GLP,9
KAZ,9
SUR,9
HRV,9
JAM,9
ABW,10
PYF,10
MNE,10
URY,10
MAC,11
MTQ,11
POL,11
BIH,13
CHL,13
CHN,13
ROU,13
MNG,14
SRB,14
REU,15
MKD,15
MLT,15
VCT,15
LBN,16
PAN,16
TUR,16
GUY,18
ARG,19
SGP,20
GUF,23
NCL,24
BHR,25
CRI,25
IDN,25
MYS,25
MEX,25
VNM,25
MMR,26
VEN,26
PHL,27
COL,28
GNQ,30
JOR,30
PER,30
ZAF,30
BRA,30
ECU,33
ARE,33
DOM,34
BOL,38
QAT,38
PRY,39
PRT,39
TUN,39
COG,40
IRN,41
MUS,42
SAU,42
GAB,44
KWT,44
BLZ,46
SLV,46
DZA,47
ZWE,47
IRQ,52
EGY,53
GHA,53
NIC,53
VUT,53
THA,54
IND,55
NAM,56
NGA,56
HND,58
LAO,58
SYR,60
TZA,61
CMR,63
BGD,64
GTM,64
PAK,67
SOM,67
SWZ,67
LSO,68
STP,68
KEN,69
MDG,69
MDV,69
COD,70
MWI,70
NPL,71
ZMB,71
LBR,73
CPV,74
UGA,75
MAR,76
BEN,77
KHM,78
COM,78
SLE,79
GMB,80
SEN,80
HTI,81
CIV,81
GNB,82
CAF,84
TLS,85
MOZ,86
BTN,87
GIN,88
SDN,88
RWA,90
ETH,91
BDI,92
TCD,93
MLI,93
NER,94
BFA,95
