iso,value
AUT,73
BEL,68
BRA,27.2
BGR,51
HRV,55
CYP,63
CZE,67
DNK,77
EGY,11.4
EST,67
FIN,80
FRA,70
DEU,76
GRC,54
HUN,65
ISL,73
IRN,19.2
IRL,57
ITA,56
KAZ,19.8
LVA,66
LTU,67
LUX,79
MLT,58
MNE,52
MAR,36.8
NLD,77
NOR,78
POL,55
PRT,61
ROU,37
SRB,41
SGP,42.1
SVK,73
SVN,59
ESP,63
SWE,66
FYR,50
TUR,37
GBR,73
